Employee_Number,Age,Age_Group,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Curr_Manager,Date_Birth,Remote_Work,Satisfaction_Group
975,35,26-35,False,Travel Rarely,1219,Sales,48,3,Unknown,3,F,86,3,2, Sales Executive ,3,Unknown,6179,1,Unknown,0.16,3,2,0,5,3,3,5,1,0,1988,True,A
991,31,26-35,True,Unknown,335,Research & Development,9,2,Medical,3,M,46,2,1, Research Scientist ,1,Single,10322,0,True,0.22,4,1,0,4,0,3,3,1,2,1992,False,B
995,33,26-35,False,Travel Rarely,461,Research & Development,13,1,Life Sciences,2,F,53,3,1, Research Scientist ,4,Single,17241,3,Unknown,0.18,3,1,0,5,4,3,3,0,2,1990,False,A
1001,27,26-35,False,Unknown,1134,Research & Development,24,4,Unknown,3,F,37,3,1, Laboratory Technician ,2,Married,12086,9,False,0.14,3,2,1,4,2,3,2,2,2,1996,False,B
2290,30,26-35,True,Travel Rarely,138,Research & Development,22,3,Unknown,1,F,48,3,1, Research Scientist ,3,Married,11539,4,Unknown,0.11,3,2,0,11,2,3,5,0,1,1993,True,A
2291,24,18-25,False,Unknown,1206,Research & Development,17,1,Medical,4,F,41,2,2, Manufacturing Director ,3,Divorced,24117,1,False,0.15,3,2,2,5,6,3,4,3,2,1999,False,A
1010,35,26-35,True,Travel Rarely,622,Research & Development,14,4,Other,3,M,39,2,1, Laboratory Technician ,2,Divorced,10074,1,True,0.24,4,4,1,5,2,1,4,0,2,1988,False,B
1017,30,26-35,True,Unknown,109,Research & Development,5,3,Unknown,2,F,60,3,1, Laboratory Technician ,2,Unknown,25725,0,Unknown,0.17,3,1,0,4,3,3,3,1,2,1993,True,B
1022,48,46-55,False,Travel Rarely,277,Research & Development,6,3,Unknown,1,M,97,2,2, Healthcare Representative ,3,Unknown,13119,2,False,0.13,3,4,0,19,0,3,2,2,2,1975,True,A
2292,41,36-45,False,Travel Rarely,549,Research & Development,7,2,Medical,4,F,42,3,2, Manufacturing Director ,3,Unknown,23371,6,Unknown,0.14,3,2,0,8,6,3,2,2,1,1982,False,A
1027,27,26-35,False,Unknown,1055,Research & Development,2,4,Unknown,1,F,47,3,2, Manufacturing Director ,4,Unknown,4658,0,Unknown,0.18,3,2,1,11,2,3,3,2,2,1996,True,A
1028,35,26-35,False,Travel Rarely,802,Research & Development,10,3,Other,2,M,45,3,1, Laboratory Technician ,4,Unknown,9541,1,False,0.2,4,1,1,3,4,2,3,1,2,1988,False,A
1037,26,26-35,True,Non Travel,265,Sales,29,2,Medical,2,M,79,1,2, Sales Executive ,1,Single,21813,8,False,0.18,3,4,0,11,6,3,2,2,2,1997,True,B
1077,20,18-25,True,Unknown,769,Unknown,9,3,Marketing,4,F,54,3,1, Sales Representative ,4,Single,17205,1,True,0.14,3,2,0,2,3,3,2,0,2,2003,True,A
1084,30,26-35,False,Unknown,1176,Research & Development,20,3,Other,2,M,85,3,2, Manufacturing Director ,1,Married,9096,0,Unknown,0.15,3,3,1,7,1,2,6,0,2,1993,False,B
1094,27,26-35,False,Non Travel,1277,Research & Development,8,5,Unknown,1,M,87,1,1, Laboratory Technician ,3,Married,5869,1,Unknown,0.19,3,4,3,3,4,3,3,1,2,1996,False,A
1096,55,46-55,False,Unknown,1091,Research & Development,2,1,Unknown,4,M,65,3,3, Manufacturing Director ,2,Married,15813,3,False,0.18,3,2,1,23,4,3,3,1,2,1968,True,B
1099,33,26-35,False,Travel Rarely,654,Research & Development,5,3,Life Sciences,4,M,34,2,3, Healthcare Representative ,4,Unknown,21214,4,False,0.15,3,3,1,11,2,3,3,1,2,1990,True,A
1102,28,26-35,False,Unknown,895,Research & Development,15,2,Life Sciences,1,M,50,3,1, Laboratory Technician ,3,Unknown,22482,1,False,0.16,3,4,1,4,5,2,4,2,2,1995,True,A
1103,34,26-35,False,Unknown,618,Research & Development,3,1,Life Sciences,1,M,45,3,2, Healthcare Representative ,4,Unknown,22266,0,False,0.17,3,3,0,11,1,2,6,0,4,1989,True,A
1108,33,26-35,True,Unknown,1017,Research & Development,25,3,Medical,1,M,55,2,1, Research Scientist ,2,Single,2993,4,True,0.2,4,2,0,5,0,3,2,2,2,1990,False,B
1114,33,26-35,False,Unknown,970,Sales,7,3,Life Sciences,4,F,30,3,2, Sales Executive ,2,Married,13401,0,False,0.17,3,3,1,4,3,3,3,0,2,1990,False,B
2293,20,18-25,False,Travel Rarely,805,Research & Development,3,3,Unknown,1,M,87,2,1, Laboratory Technician ,3,Single,12828,1,Unknown,0.12,3,1,0,2,2,2,2,1,2,2003,True,A
2294,50,46-55,False,Travel Frequently,1421,Unknown,2,3,Unknown,4,F,30,3,4, Manager ,1,Unknown,9490,2,False,0.22,4,3,1,11,3,3,2,2,2,1973,True,B
1217,46,46-55,False,Unknown,1450,Research & Development,15,2,Life Sciences,4,M,52,3,5, Research Director ,2,Unknown,10849,5,Unknown,0.11,3,1,1,25,2,3,4,0,3,1977,True,B
1234,32,26-35,False,Unknown,116,Research & Development,13,3,Other,3,F,77,2,1, Laboratory Technician ,2,Married,7331,1,False,0.2,4,3,1,2,2,3,2,2,2,1991,True,B
2295,35,26-35,False,Unknown,1212,Sales,8,2,Unknown,3,F,78,2,3, Sales Executive ,4,Married,13755,4,Unknown,0.11,3,2,1,16,6,2,13,4,12,1988,False,A
2296,29,26-35,False,Unknown,1010,Research & Development,1,3,Life Sciences,1,F,97,3,1, Research Scientist ,4,Divorced,5598,1,False,0.15,3,1,3,3,5,3,3,1,2,1994,True,A
2297,21,18-25,True,Travel Frequently,99999,Research & Development,10,2,Unknown,1,F,45,2,1, Laboratory Technician ,3,Unknown,25308,1,Unknown,0.2,4,3,0,2,2,1,2,2,2,2002,True,A
2298,34,26-35,False,Travel Rarely,131,Sales,2,3,Marketing,3,F,86,3,2, Sales Executive ,1,Unknown,6039,0,Unknown,0.12,3,4,0,4,3,3,3,0,2,1989,True,B
1286,28,26-35,False,Unknown,791,Research & Development,1,4,Medical,4,M,44,3,1, Laboratory Technician ,3,Single,6842,0,True,0.11,3,3,0,11,2,2,4,0,2,1995,False,A
1291,35,26-35,False,Travel Rarely,735,Research & Development,6,1,Life Sciences,3,M,66,3,1, Research Scientist ,3,Married,6020,0,True,0.14,3,4,0,4,3,3,3,2,2,1988,False,A
2299,28,26-35,False,Travel Frequently,193,Research & Development,2,3,Life Sciences,4,M,52,2,1, Laboratory Technician ,4,Married,14222,1,Unknown,0.12,3,2,1,11,2,3,2,2,2,1995,False,A
1301,28,26-35,False,Travel Rarely,640,Research & Development,1,3,Technical Degree,4,M,84,3,1, Research Scientist ,1,Single,4732,2,Unknown,0.11,3,2,0,5,2,2,3,1,2,1995,False,B
1303,25,18-25,False,Unknown,266,Research & Development,1,3,Medical,4,F,40,3,1, Research Scientist ,2,Single,18830,1,Unknown,0.18,3,4,0,11,3,2,2,2,1,1998,False,B
1308,58,56-65,False,Unknown,848,Research & Development,23,4,Life Sciences,1,M,88,3,1, Research Scientist ,3,Unknown,26076,1,Unknown,0.12,3,4,2,11,3,3,2,2,2,1965,True,A
2300,39,36-45,True,Unknown,99999,Research & Development,23,3,Medical,3,M,93,3,1, Research Scientist ,1,Single,22154,0,Unknown,0.13,3,1,0,6,2,3,5,0,3,1984,False,B
1311,30,26-35,False,Travel Rarely,1138,Research & Development,6,3,Technical Degree,1,F,48,2,2, Laboratory Technician ,4,Married,23631,0,False,0.12,3,1,1,10,6,3,9,6,7,1993,True,A
1317,50,46-55,False,Unknown,99999,Research & Development,46,3,Life Sciences,4,F,43,3,4, Research Director ,1,Married,22422,4,Unknown,0.11,3,2,0,11,2,3,3,1,2,1973,True,B
1329,41,36-45,False,Unknown,256,Sales,10,2,Medical,3,M,40,1,2, Sales Executive ,2,Single,22074,1,False,0.13,3,1,0,19,4,3,19,11,9,1982,True,B
1331,31,26-35,True,Unknown,99999,Unknown,1,3,Unknown,4,F,54,3,1, Sales Representative ,2,Unknown,8319,1,True,0.11,3,1,0,11,2,4,3,2,2,1992,False,B
1333,44,36-45,True,Unknown,935,Research & Development,3,3,Life Sciences,1,M,89,3,1, Laboratory Technician ,1,Unknown,14669,4,False,0.12,3,3,0,10,4,4,3,1,2,1979,True,B
2301,40,36-45,False,Non Travel,458,Research & Development,16,2,Unknown,3,M,74,3,1, Research Scientist ,3,Divorced,8532,9,False,0.16,3,2,1,6,0,3,4,0,0,1983,True,A
1358,25,18-25,False,Travel Rarely,882,Research & Development,19,1,Medical,4,M,67,3,1, Laboratory Technician ,4,Married,9075,3,Unknown,0.11,3,3,3,11,6,2,3,1,2,1998,False,A
1361,40,36-45,False,Travel Rarely,329,Research & Development,1,4,Life Sciences,2,M,88,3,1, Laboratory Technician ,2,Unknown,6762,3,False,0.22,4,3,1,7,3,3,4,0,3,1983,True,B
2302,51,46-55,False,Travel Rarely,99999,Research & Development,11,2,Technical Degree,4,F,82,2,4, Manufacturing Director ,2,Unknown,24439,3,False,0.16,3,2,0,11,1,2,5,0,3,1972,True,B
1371,27,26-35,False,Travel Frequently,793,Sales,2,1,Life Sciences,4,M,43,1,2, Sales Executive ,4,Single,20392,3,False,0.2,4,2,0,11,3,3,6,0,0,1996,False,A
1380,35,26-35,True,Unknown,662,Sales,18,4,Marketing,4,F,67,3,2, Sales Executive ,3,Married,23288,0,Unknown,0.18,3,3,1,5,0,2,4,3,2,1988,True,A
2303,38,36-45,False,Unknown,693,Research & Development,7,3,Unknown,4,M,57,4,1, Research Scientist ,3,Divorced,15748,1,False,0.11,3,4,3,4,2,3,4,0,3,1985,True,A
1389,31,26-35,True,Unknown,99999,Research & Development,22,4,Unknown,4,M,98,3,2, Manufacturing Director ,3,Married,21057,1,Unknown,0.15,3,4,2,10,3,2,10,6,7,1992,True,A
2304,51,46-55,False,Unknown,541,Sales,2,3,Unknown,2,M,52,3,3, Sales Executive ,2,Unknown,15395,2,Unknown,0.11,3,2,0,14,5,3,4,3,2,1972,True,B
1392,41,36-45,False,Unknown,1200,Research & Development,22,3,Unknown,4,F,75,3,2, Research Scientist ,4,Unknown,13953,3,Unknown,0.14,3,1,2,12,4,2,6,3,3,1982,False,A
1396,32,26-35,False,Unknown,499,Sales,2,1,Marketing,3,M,36,3,2, Sales Executive ,2,Married,20497,0,True,0.13,3,1,3,4,3,2,3,1,2,1991,True,B
2305,25,18-25,False,Travel Rarely,1372,Sales,18,1,Life Sciences,1,M,93,4,2, Sales Executive ,3,Married,12477,2,False,0.11,3,2,0,6,3,2,3,1,2,1998,False,A
1403,27,26-35,False,Unknown,99999,Sales,10,3,Marketing,4,F,98,2,2, Sales Executive ,4,Married,7100,1,True,0.11,3,4,0,11,3,3,6,4,4,1996,True,A
1405,27,26-35,True,Travel Rarely,99999,Research & Development,22,4,Life Sciences,4,F,51,3,1, Research Scientist ,3,Single,25681,1,True,0.13,3,4,0,8,2,3,8,7,7,1996,True,A
1411,37,36-45,False,Unknown,1462,Research & Development,11,3,Medical,1,F,94,3,1, Laboratory Technician ,3,Single,19106,4,False,0.18,3,1,0,8,6,3,3,0,2,1986,True,A
1412,35,26-35,False,Travel Frequently,200,Research & Development,18,2,Life Sciences,3,M,60,3,3, Manufacturing Director ,4,Unknown,19944,2,False,0.11,3,3,0,10,2,3,2,2,2,1988,True,A
1415,25,18-25,False,Unknown,949,Research & Development,1,3,Unknown,1,M,81,3,1, Laboratory Technician ,4,Unknown,4910,4,False,0.11,3,2,1,7,2,2,3,0,2,1998,True,A
1428,30,26-35,False,Unknown,99999,Sales,7,4,Marketing,4,F,73,3,2, Sales Executive ,1,Divorced,12761,7,False,0.14,3,2,2,11,3,3,3,0,2,1993,True,B
2306,31,26-35,False,Unknown,182,Research & Development,8,5,Life Sciences,1,F,93,3,4, Research Director ,2,Unknown,8847,3,False,0.11,3,3,0,11,3,4,3,1,0,1992,True,B
1436,36,36-45,False,Unknown,329,Sales,16,4,Marketing,3,F,98,2,2, Sales Executive ,1,Unknown,13494,4,False,0.13,3,1,2,11,3,2,3,0,2,1987,False,B
1439,25,18-25,True,Travel Rarely,383,Unknown,9,2,Unknown,1,M,68,2,1, Sales Representative ,1,Unknown,15182,3,False,0.12,3,1,0,6,2,3,3,2,2,1998,True,B
1441,56,56-65,False,Unknown,1255,Research & Development,1,2,Life Sciences,1,F,90,3,1, Research Scientist ,1,Unknown,10494,2,Unknown,0.22,4,4,1,5,3,4,3,1,0,1967,True,B
1448,41,36-45,False,Unknown,99999,Research & Development,5,5,Medical,2,M,90,4,1, Research Scientist ,3,Unknown,5561,2,Unknown,0.12,3,1,0,7,5,3,4,0,3,1982,True,A
2307,31,26-35,False,Travel Rarely,1398,Unknown,8,2,Unknown,4,F,96,4,1, Human Resources ,2,Unknown,24609,9,False,0.18,3,4,0,8,3,3,3,0,2,1992,True,B
1464,31,26-35,True,Travel Frequently,523,Research & Development,2,3,Life Sciences,2,M,94,3,1, Laboratory Technician ,4,Unknown,21081,6,Unknown,0.13,3,3,1,7,2,1,2,2,2,1992,True,A
1466,48,46-55,False,Unknown,1221,Sales,7,3,Marketing,3,M,96,3,2, Sales Executive ,1,Divorced,24795,4,False,0.11,3,1,3,11,3,3,2,2,2,1975,False,B
1467,34,26-35,True,Unknown,1107,Unknown,9,4,Unknown,1,F,52,3,1, Human Resources ,3,Married,3072,1,False,0.15,3,4,0,2,0,3,2,2,2,1989,False,A
1471,44,36-45,False,Unknown,981,Research & Development,5,3,Life Sciences,3,M,90,2,1, Laboratory Technician ,3,Single,7973,3,Unknown,0.14,3,4,0,7,5,3,5,0,3,1979,False,A
1473,49,46-55,False,Travel Rarely,1495,Research & Development,5,4,Unknown,1,M,96,3,2, Healthcare Representative ,3,Married,21534,2,False,0.14,3,2,1,20,0,2,3,1,2,1974,True,A
1475,44,36-45,False,Unknown,1467,Research & Development,20,3,Life Sciences,4,M,49,3,1, Research Scientist ,2,Unknown,21158,1,Unknown,0.13,3,3,0,6,3,2,5,1,3,1979,False,B
1486,28,26-35,True,Unknown,1496,Unknown,1,3,Unknown,1,M,92,3,1, Sales Representative ,3,Married,15747,3,Unknown,0.15,3,4,1,5,3,4,3,1,2,1995,False,A
2308,44,36-45,False,Travel Frequently,1193,Research & Development,2,1,Unknown,2,M,86,3,3, Manufacturing Director ,3,Single,19719,5,Unknown,0.18,3,2,0,16,2,2,2,2,2,1979,True,A
2309,55,46-55,False,Travel Rarely,1229,Research & Development,4,4,Life Sciences,4,M,30,3,2, Healthcare Representative ,3,Married,16143,0,Unknown,0.16,3,2,0,4,2,3,3,1,2,1968,True,A
1507,28,26-35,False,Travel Frequently,467,Sales,7,3,Life Sciences,3,M,55,3,2, Sales Executive ,1,Single,11827,0,Unknown,0.14,3,4,0,5,5,3,4,1,3,1995,True,B
1509,49,46-55,False,Travel Rarely,271,Research & Development,45,2,Medical,4,F,43,2,2, Laboratory Technician ,1,Married,23070,4,Unknown,0.25,4,1,1,10,3,3,3,1,2,1974,True,B
1513,29,26-35,False,Travel Frequently,410,Research & Development,2,1,Life Sciences,4,F,97,3,1, Laboratory Technician ,2,Unknown,4668,0,False,0.13,3,3,3,11,3,3,3,0,2,1994,False,B
1516,32,26-35,False,Unknown,495,Unknown,10,3,Unknown,3,M,64,3,3, Manager ,4,Unknown,21072,2,Unknown,0.25,3,2,0,10,5,4,5,0,0,1991,True,A
1537,31,26-35,True,Travel Frequently,561,Research & Development,3,3,Life Sciences,4,F,33,3,1, Research Scientist ,3,Unknown,4156,1,False,0.12,3,1,0,7,2,3,7,7,7,1992,True,A
1552,40,36-45,False,Unknown,1142,Research & Development,43,2,Life Sciences,4,M,72,3,2, Healthcare Representative ,4,Divorced,8841,3,Unknown,0.18,3,3,0,8,2,3,2,2,2,1983,False,A
2310,36,36-45,False,Travel Rarely,1157,Unknown,2,4,Life Sciences,3,M,70,3,1, Sales Representative ,4,Unknown,17001,3,True,0.21,4,4,0,7,3,2,3,1,2,1987,False,A
1560,33,26-35,False,Unknown,1242,Sales,8,4,Life Sciences,1,M,46,3,2, Sales Executive ,1,Unknown,10589,2,False,0.13,3,4,1,11,6,1,2,2,2,1990,False,B
1568,30,26-35,False,Unknown,1288,Sales,14,4,Unknown,2,M,33,3,3, Sales Executive ,2,Married,17799,3,Unknown,0.12,3,2,1,9,3,3,4,1,3,1993,True,B
1573,38,36-45,True,Travel Rarely,903,Research & Development,2,3,Medical,3,M,81,3,2, Manufacturing Director ,2,Married,7653,4,Unknown,0.11,3,1,2,11,2,3,5,1,4,1985,False,B
1576,48,46-55,False,Travel Rarely,1108,Research & Development,15,4,Unknown,3,F,65,3,1, Research Scientist ,1,Married,16530,8,Unknown,0.12,3,4,1,11,3,2,8,7,6,1975,True,B
1580,34,26-35,False,Unknown,1351,Research & Development,1,4,Unknown,2,M,45,3,2, Research Scientist ,4,Unknown,13008,9,False,0.17,3,2,1,11,3,2,2,2,1,1989,True,A
1583,38,36-45,False,Travel Rarely,437,Sales,16,3,Life Sciences,2,F,90,3,2, Sales Executive ,2,Single,16379,2,False,0.12,3,2,0,8,5,4,3,1,2,1985,False,B
1587,35,26-35,False,Travel Rarely,99999,Research & Development,10,4,Unknown,1,F,51,3,2, Healthcare Representative ,3,Single,4223,3,True,0.16,3,3,0,11,4,3,5,0,4,1988,True,A
1592,23,18-25,False,Unknown,977,Research & Development,10,3,Unknown,4,M,45,4,1, Research Scientist ,3,Married,12826,2,False,0.16,3,4,1,4,2,3,2,2,2,2000,True,A
1594,36,36-45,False,Unknown,1302,Research & Development,6,4,Unknown,1,M,80,4,2, Laboratory Technician ,1,Unknown,19711,3,True,0.13,3,4,1,9,3,3,3,0,2,1987,False,B
1597,34,26-35,False,Travel Frequently,653,Research & Development,36,4,Unknown,4,M,92,2,2, Healthcare Representative ,3,Unknown,15332,1,False,0.14,3,2,1,8,3,2,8,7,7,1989,False,A
2311,22,18-25,False,Non Travel,457,Research & Development,26,2,Other,2,F,85,2,1, Research Scientist ,3,Married,10293,1,Unknown,0.14,3,2,0,4,2,2,4,1,3,2001,True,A
1607,32,26-35,False,Unknown,634,Research & Development,5,4,Unknown,2,F,35,4,1, Research Scientist ,4,Married,18783,3,False,0.17,3,4,2,6,3,3,3,0,2,1991,True,A
2312,31,26-35,False,Travel Frequently,715,Sales,2,4,Unknown,4,M,54,3,2, Sales Executive ,1,Single,21602,7,Unknown,0.13,3,4,0,11,3,3,5,0,3,1992,False,B
2313,36,36-45,False,Travel Rarely,559,Research & Development,12,4,Life Sciences,3,F,76,3,2, Manufacturing Director ,3,Married,12421,9,True,0.12,3,2,2,7,2,3,3,1,1,1987,True,A
1623,21,18-25,False,Unknown,546,Research & Development,19,1,Medical,3,M,97,3,1, Research Scientist ,4,Single,26009,1,False,0.18,3,3,0,11,2,3,2,2,2,2002,False,A
2314,47,46-55,False,Unknown,1176,Unknown,26,4,Unknown,4,F,99999,3,5, Manager ,3,Married,5220,3,False,0.11,3,3,1,27,2,3,5,1,0,1976,False,A
2315,39,36-45,False,Unknown,711,Research & Development,4,3,Medical,1,F,81,3,2, Manufacturing Director ,3,Unknown,3140,0,False,0.13,3,4,0,11,2,1,9,3,8,1984,True,A
1641,40,36-45,False,Unknown,448,Research & Development,16,3,Unknown,3,F,84,3,3, Manufacturing Director ,4,Unknown,19948,6,Unknown,0.15,3,4,0,18,2,2,4,3,3,1983,True,A
1644,48,46-55,False,Travel Frequently,365,Unknown,4,5,Unknown,3,M,89,2,4, Manager ,4,Unknown,5602,2,False,0.25,4,2,1,11,3,3,2,2,2,1975,True,A
1645,35,26-35,True,Unknown,763,Sales,10,2,Medical,1,M,59,1,2, Sales Executive ,4,Unknown,22098,6,True,0.14,3,4,2,11,2,2,2,2,2,1988,False,A
1647,27,26-35,False,Travel Rarely,486,Research & Development,8,3,Medical,2,F,86,4,1, Research Scientist ,3,Unknown,22490,7,Unknown,0.17,3,1,0,5,0,3,3,0,2,1996,False,A
1648,27,26-35,False,Unknown,591,Research & Development,2,3,Medical,4,M,87,3,1, Research Scientist ,4,Single,6297,2,False,0.13,3,3,0,11,0,2,4,1,2,1996,True,A
2316,40,36-45,True,Travel Rarely,1329,Research & Development,7,3,Unknown,1,M,99999,3,1, Laboratory Technician ,1,Unknown,3339,3,True,0.14,3,2,0,10,3,1,4,0,3,1983,True,B
2317,29,26-35,False,Unknown,469,Sales,10,3,Unknown,3,M,42,2,2, Sales Executive ,3,Single,23413,9,False,0.11,3,3,0,11,2,3,5,1,4,1994,True,A
1651,36,36-45,False,Unknown,711,Research & Development,5,4,Life Sciences,2,F,42,3,3, Healthcare Representative ,1,Married,22792,4,False,0.12,3,3,2,9,6,3,3,0,2,1987,True,B
1655,49,46-55,False,Travel Rarely,301,Research & Development,22,4,Other,1,F,72,3,4, Research Director ,2,Married,3498,3,Unknown,0.16,3,2,2,27,2,3,4,1,2,1974,True,B
1657,20,18-25,False,Travel Rarely,1141,Unknown,13,3,Medical,3,F,31,3,1, Sales Representative ,3,Single,13251,1,Unknown,0.19,3,1,0,2,3,3,2,2,2,2003,True,A
1662,36,36-45,False,Non Travel,894,Research & Development,1,4,Unknown,4,F,33,2,2, Manufacturing Director ,3,Unknown,15411,0,Unknown,0.15,3,3,0,4,6,3,3,1,2,1987,True,A
1670,33,26-35,False,Travel Rarely,392,Sales,2,4,Unknown,4,M,93,3,2, Sales Executive ,4,Unknown,3921,1,Unknown,0.14,3,3,2,6,5,3,6,0,4,1990,True,A
1674,49,46-55,False,Unknown,99999,Research & Development,16,3,Medical,4,F,74,3,1, Laboratory Technician ,1,Divorced,24941,4,Unknown,0.16,3,2,1,17,2,2,2,2,2,1974,True,B
2318,47,46-55,False,Travel Rarely,1225,Unknown,2,4,Life Sciences,2,F,47,4,4, Manager ,2,Unknown,21086,6,Unknown,0.14,3,3,3,29,2,3,3,1,2,1976,True,B
2319,20,18-25,False,Travel Rarely,727,Unknown,9,1,Unknown,4,M,54,3,1, Sales Representative ,1,Unknown,21082,1,False,0.11,3,1,0,11,3,3,2,0,2,2003,True,B
1682,36,36-45,False,Travel Rarely,1351,Research & Development,26,4,Unknown,1,M,80,3,2, Healthcare Representative ,3,Married,7419,6,False,0.14,3,2,2,10,2,2,3,0,2,1987,False,A
1683,44,36-45,False,Travel Rarely,528,Human Resources,1,3,Unknown,3,F,44,3,1, Human Resources ,4,Unknown,4167,4,True,0.18,3,1,3,8,2,3,2,2,2,1979,False,A
1694,55,46-55,False,Unknown,1441,Research & Development,12,3,Technical Degree,2,M,94,2,1, Research Scientist ,2,Divorced,23737,5,False,0.12,3,4,1,8,1,3,4,1,2,1968,True,B
1702,23,18-25,True,Unknown,427,Unknown,7,3,Life Sciences,3,M,99,3,1, Sales Representative ,4,Divorced,25103,1,True,0.21,4,2,1,3,2,3,3,0,2,2000,False,A
2320,26,26-35,False,Unknown,390,Research & Development,17,4,Unknown,4,M,62,1,1, Laboratory Technician ,3,Unknown,6217,1,False,0.15,3,3,3,11,3,4,3,0,2,1997,True,A
2321,32,26-35,False,Travel Frequently,585,Research & Development,10,3,Unknown,1,M,99999,3,1, Research Scientist ,3,Married,17360,6,Unknown,0.13,3,1,1,11,3,2,5,1,3,1991,True,A
1721,31,26-35,False,Unknown,741,Research & Development,2,4,Life Sciences,2,M,69,3,1, Laboratory Technician ,3,Married,18103,1,Unknown,0.14,3,4,1,6,2,4,5,0,3,1992,False,A
1722,41,36-45,False,Non Travel,552,Human Resources,4,3,Human Resources,3,M,60,1,2, Human Resources ,2,Married,20794,6,False,0.19,3,2,1,11,4,3,3,1,2,1982,False,B
2322,24,18-25,False,Travel Rarely,506,Research & Development,29,1,Medical,2,M,91,3,1, Laboratory Technician ,1,Unknown,3622,1,False,0.13,3,2,3,6,2,4,6,1,2,1999,True,B
1733,36,36-45,True,Unknown,1456,Sales,13,5,Marketing,2,M,96,2,2, Sales Executive ,1,Unknown,8658,5,True,0.13,3,2,3,16,3,3,2,2,2,1987,True,B
1735,23,18-25,False,Unknown,160,Research & Development,4,1,Unknown,3,F,51,3,1, Laboratory Technician ,2,Single,12862,1,False,0.13,3,3,0,3,3,1,3,1,2,2000,False,B
1746,24,18-25,False,Unknown,897,Unknown,35,3,Medical,4,M,59,3,1, Human Resources ,4,Married,2097,0,False,0.14,3,4,1,3,2,3,2,2,1,1999,False,A
2323,30,26-35,True,Travel Frequently,600,Unknown,42,3,Unknown,3,F,99999,2,1, Human Resources ,4,Divorced,9732,6,False,0.11,3,3,1,11,0,2,4,1,2,1993,False,A
2324,31,26-35,False,Unknown,1003,Sales,5,3,Unknown,1,M,51,3,2, Sales Executive ,3,Unknown,20943,1,False,0.19,3,3,1,6,3,3,5,0,2,1992,True,A
1751,27,26-35,False,Unknown,1054,Research & Development,48,3,Unknown,4,F,67,3,1, Research Scientist ,4,Unknown,6152,1,Unknown,0.11,3,3,0,6,5,2,6,1,4,1996,False,A
2325,29,26-35,True,Travel Rarely,428,Unknown,9,3,Unknown,2,F,99999,1,1, Sales Representative ,2,Single,14630,1,Unknown,0.13,3,3,0,2,3,3,2,2,2,1994,True,B
1753,29,26-35,False,Unknown,461,Research & Development,1,3,Unknown,4,M,70,4,2, Healthcare Representative ,3,Unknown,23060,8,True,0.12,3,4,0,10,5,4,3,0,2,1994,False,A
2326,53,46-55,False,Unknown,661,Research & Development,31,4,Unknown,1,F,60,2,4, Manufacturing Director ,3,Married,22308,4,True,0.2,4,4,3,27,2,2,3,0,2,1970,True,A
2327,34,26-35,False,Travel Rarely,511,Sales,3,2,Unknown,4,F,32,1,2, Sales Executive ,4,Unknown,25353,5,False,0.12,3,1,0,11,3,3,2,2,2,1989,True,A
2328,51,46-55,False,Travel Rarely,942,Unknown,3,3,Unknown,1,F,53,3,3, Manager ,3,Married,22984,2,False,0.11,3,4,0,11,2,3,2,2,2,1972,True,A
1787,37,36-45,False,Travel Rarely,589,Sales,9,2,Marketing,2,M,46,2,2, Sales Executive ,2,Unknown,8800,1,False,0.14,3,1,2,11,2,3,5,0,3,1986,False,B
1801,46,46-55,False,Unknown,849,Sales,26,2,Life Sciences,2,M,98,2,2, Sales Executive ,2,Unknown,25166,8,Unknown,0.15,3,3,0,6,3,3,2,2,2,1977,False,B
1813,43,36-45,False,Non Travel,343,Research & Development,9,3,Unknown,1,M,52,3,1, Research Scientist ,3,Unknown,24978,4,False,0.13,3,3,0,11,2,2,3,1,2,1980,True,A
1814,41,36-45,False,Travel Rarely,99999,Research & Development,35,3,Unknown,4,M,85,4,2, Healthcare Representative ,2,Single,15530,3,Unknown,0.12,3,1,0,11,3,1,3,1,2,1982,False,B
1833,31,26-35,False,Unknown,1125,Sales,7,4,Unknown,1,F,99999,3,3, Sales Executive ,1,Unknown,8277,2,False,0.14,3,4,2,9,3,3,3,2,2,1992,False,B
